Campaign_ID,Campaign_Name,Channel,Region,Customer_Segment,Product_Type,Customers_Targeted,Customers_Responded,Campaign_Cost,Revenue_Generated,Campaign_Start_Date,Campaign_End_Date,Response_Rate, Cost_per_acquisition ,ROI
CMP1734,Credit Card Promotion,Email,South,Students,Credit Card,5676,606,110009,675084,04-09-2024,07-09-2024,11%, ? 181.53 ,514%
CMP1735,Personal Loan Promotion,Social Media,North,High Net Worth,Personal Loan,6138,771,95945,882795,30-07-2024,09-08-2024,13%, ? 124.44 ,820%
CMP1736,Investment Plan Promotion,SMS,East,SME Owners,Investment Plan,12278,735,21134,499065,16-02-2024,19-02-2024,6%, ? 28.75 ,2261%
CMP1737,Personal Loan Promotion,Email,East,SME Owners,Personal Loan,8136,263,25039,263263,22-10-2024,04-11-2024,3%, ? 95.21 ,951%
CMP1738,Insurance Promotion,Email,South,Retail,Insurance,10252,960,73053,492480,09-06-2024,22-06-2024,9%, ? 76.10 ,574%
CMP1739,Investment Plan Promotion,Email,West,High Net Worth,Investment Plan,3551,149,78671,104598,17-05-2024,21-05-2024,4%, ? 527.99 ,33%
CMP1740,Credit Card Promotion,Email,East,Young Professionals,Credit Card,11765,1029,25283,660618,14-11-2024,24-11-2024,9%, ? 24.57 ,2513%
CMP1741,Personal Loan Promotion,Email,South,Retail,Personal Loan,13949,1250,20869,1290000,31-03-2024,10-04-2024,9%, ? 16.70 ,6081%
CMP1742,Investment Plan Promotion,Push Notification,East,High Net Worth,Investment Plan,2690,391,43248,106352,16-04-2024,27-04-2024,15%, ? 110.61 ,146%
CMP1743,Personal Loan Promotion,Social Media,South,Students,Personal Loan,2294,161,63803,171304,30-06-2024,07-07-2024,7%, ? 396.29 ,168%
CMP1744,Savings Account Promotion,Social Media,North,Retail,Savings Account,6744,237,105178,249324,14-09-2024,26-09-2024,4%, ? 443.79 ,137%
CMP1745,Credit Card Promotion,Push Notification,East,High Net Worth,Credit Card,6458,811,103961,712869,23-04-2024,06-05-2024,13%, ? 128.19 ,586%
CMP1746,Insurance Promotion,Social Media,North,SME Owners,Insurance,7668,1131,93233,1204515,03-03-2024,11-03-2024,15%, ? 82.43 ,1192%
CMP1747,Investment Plan Promotion,Social Media,North,SME Owners,Investment Plan,12751,1231,27352,497324,16-09-2024,24-09-2024,10%, ? 22.22 ,1718%
CMP1748,Savings Account Promotion,SMS,East,Young Professionals,Savings Account,14543,1325,74122,1352825,28-03-2024,03-04-2024,9%, ? 55.94 ,1725%
CMP1749,Investment Plan Promotion,Email,North,Young Professionals,Investment Plan,5278,380,55842,445740,29-08-2024,09-09-2024,7%, ? 146.95 ,698%
CMP1750,Personal Loan Promotion,Email,North,Retail,Personal Loan,9552,1610,33652,1809640,12-05-2024,15-05-2024,17%, ? 20.90 ,5278%
CMP1751,Insurance Promotion,Email,West,Students,Insurance,4761,815,69393,533010,18-04-2024,24-04-2024,17%, ? 85.14 ,668%
CMP1752,Investment Plan Promotion,SMS,South,Retail,Investment Plan,2802,422,118499,143058,09-10-2024,19-10-2024,15%, ? 280.80 ,21%
CMP1753,Personal Loan Promotion,Push Notification,South,Students,Personal Loan,6841,754,77620,196040,14-11-2024,26-11-2024,11%, ? 102.94 ,153%
CMP1754,Credit Card Promotion,Push Notification,East,Students,Credit Card,5927,879,22591,673314,17-12-2024,24-12-2024,15%, ? 25.70 ,2880%
CMP1755,Credit Card Promotion,Social Media,North,High Net Worth,Credit Card,11763,1468,86736,823548,09-11-2024,18-11-2024,12%, ? 59.08 ,849%
CMP1756,Credit Card Promotion,SMS,South,High Net Worth,Credit Card,13087,2112,20136,432960,18-04-2024,23-04-2024,16%, ? 9.53 ,2050%
CMP1757,Savings Account Promotion,Push Notification,North,SME Owners,Savings Account,9206,543,112789,249780,27-03-2024,30-03-2024,6%, ? 207.71 ,121%
CMP1758,Investment Plan Promotion,Social Media,East,Retail,Investment Plan,8219,1305,36322,799965,08-11-2024,16-11-2024,16%, ? 27.83 ,2102%
CMP1759,Personal Loan Promotion,Push Notification,North,Students,Personal Loan,12696,686,21700,547428,20-05-2024,26-05-2024,5%, ? 31.63 ,2423%
CMP1760,Personal Loan Promotion,Social Media,East,High Net Worth,Personal Loan,14782,1528,74316,916800,03-09-2024,13-09-2024,10%, ? 48.64 ,1134%
CMP1761,Insurance Promotion,Push Notification,East,High Net Worth,Insurance,2596,357,61605,292383,18-01-2024,26-01-2024,14%, ? 172.56 ,375%
CMP1762,Credit Card Promotion,SMS,South,Young Professionals,Credit Card,6384,522,90269,226548,01-05-2024,13-05-2024,8%, ? 172.93 ,151%
CMP1763,Investment Plan Promotion,Push Notification,North,Young Professionals,Investment Plan,13259,1555,49345,1418160,21-08-2024,03-09-2024,12%, ? 31.73 ,2774%
CMP1764,Credit Card Promotion,Social Media,North,Students,Credit Card,12445,684,89166,654588,06-05-2024,11-05-2024,5%, ? 130.36 ,634%
CMP1765,Personal Loan Promotion,Push Notification,East,Retail,Personal Loan,14174,2018,74935,1580094,28-12-2024,08-01-2025,14%, ? 37.13 ,2009%
CMP1766,Credit Card Promotion,SMS,West,SME Owners,Credit Card,5360,505,69170,198970,25-11-2024,05-12-2024,9%, ? 136.97 ,188%
CMP1767,Credit Card Promotion,SMS,East,Retail,Credit Card,8318,1189,111057,657517,20-05-2024,28-05-2024,14%, ? 93.40 ,492%
CMP1768,Insurance Promotion,SMS,West,Students,Insurance,3920,488,32207,213744,23-07-2024,26-07-2024,12%, ? 66.00 ,564%
CMP1769,Personal Loan Promotion,Email,North,High Net Worth,Personal Loan,14532,691,96700,341354,07-05-2024,17-05-2024,5%, ? 139.94 ,253%
CMP1770,Investment Plan Promotion,Push Notification,North,High Net Worth,Investment Plan,8160,497,78692,493521,31-10-2024,05-11-2024,6%, ? 158.33 ,527%
CMP1771,Personal Loan Promotion,Email,West,Young Professionals,Personal Loan,7126,1040,110932,407680,28-08-2024,31-08-2024,15%, ? 106.67 ,268%
CMP1772,Insurance Promotion,Social Media,East,Students,Insurance,8314,335,70940,196310,25-07-2024,01-08-2024,4%, ? 211.76 ,177%
CMP1773,Savings Account Promotion,Social Media,East,SME Owners,Savings Account,12655,1736,29359,388864,05-11-2024,16-11-2024,14%, ? 16.91 ,1225%
CMP1774,Personal Loan Promotion,SMS,North,Young Professionals,Personal Loan,4679,668,53272,532396,01-12-2024,12-12-2024,14%, ? 79.75 ,899%
CMP1775,Personal Loan Promotion,Email,South,Retail,Personal Loan,12738,625,92309,590000,17-07-2024,22-07-2024,5%, ? 147.69 ,539%
CMP1776,Insurance Promotion,Push Notification,West,Students,Insurance,2658,420,114636,412440,18-05-2024,25-05-2024,16%, ? 272.94 ,260%
CMP1777,Insurance Promotion,Email,East,Young Professionals,Insurance,13181,1162,62215,995834,17-02-2024,21-02-2024,9%, ? 53.54 ,1501%
CMP1778,Credit Card Promotion,Social Media,West,Students,Credit Card,13999,508,71717,464820,26-08-2024,06-09-2024,4%, ? 141.18 ,548%
CMP1779,Investment Plan Promotion,Email,South,Students,Investment Plan,7991,1400,45307,441000,08-11-2024,11-11-2024,18%, ? 32.36 ,873%
CMP1780,Personal Loan Promotion,Email,South,Students,Personal Loan,6780,661,26476,499716,30-11-2024,06-12-2024,10%, ? 40.05 ,1787%
CMP1781,Insurance Promotion,Email,South,Students,Insurance,8079,1384,111881,1289888,18-11-2024,23-11-2024,17%, ? 80.84 ,1053%
CMP1782,Personal Loan Promotion,Email,East,Students,Personal Loan,2002,165,42335,39435,28-02-2024,08-03-2024,8%, ? 256.58 ,-7%
CMP1783,Investment Plan Promotion,Email,West,SME Owners,Investment Plan,12813,1104,44123,1195632,26-11-2024,08-12-2024,9%, ? 39.97 ,2610%
CMP1784,Credit Card Promotion,SMS,North,SME Owners,Credit Card,12858,2178,84925,945252,02-03-2024,05-03-2024,17%, ? 38.99 ,1013%
CMP1785,Credit Card Promotion,SMS,North,Retail,Credit Card,2670,402,75612,282606,25-07-2024,05-08-2024,15%, ? 188.09 ,274%
CMP1786,Insurance Promotion,SMS,South,Young Professionals,Insurance,12147,1761,36633,903393,22-12-2024,31-12-2024,14%, ? 20.80 ,2366%
CMP1787,Investment Plan Promotion,Social Media,North,High Net Worth,Investment Plan,11695,1259,40176,697486,29-07-2024,11-08-2024,11%, ? 31.91 ,1636%
CMP1788,Credit Card Promotion,Social Media,North,Retail,Credit Card,6678,863,55710,361597,02-08-2024,07-08-2024,13%, ? 64.55 ,549%
CMP1789,Credit Card Promotion,SMS,West,Young Professionals,Credit Card,3812,488,86025,333792,01-09-2024,09-09-2024,13%, ? 176.28 ,288%
CMP1790,Insurance Promotion,Social Media,North,Retail,Insurance,5645,301,79049,193844,25-09-2024,08-10-2024,5%, ? 262.62 ,145%
CMP1791,Insurance Promotion,Email,South,High Net Worth,Insurance,2053,180,36999,46440,08-11-2024,18-11-2024,9%, ? 205.55 ,26%
CMP1792,Insurance Promotion,Push Notification,West,Retail,Insurance,9404,585,87165,545805,22-07-2024,03-08-2024,6%, ? 149.00 ,526%
CMP1793,Personal Loan Promotion,Push Notification,South,Students,Personal Loan,12539,1778,41839,1408176,05-08-2024,09-08-2024,14%, ? 23.53 ,3266%
CMP1794,Insurance Promotion,SMS,East,Students,Insurance,13441,1175,119161,1163250,25-05-2024,28-05-2024,9%, ? 101.41 ,876%
CMP1795,Investment Plan Promotion,SMS,North,High Net Worth,Investment Plan,2383,267,96280,116946,13-07-2024,21-07-2024,11%, ? 360.60 ,21%
CMP1796,Insurance Promotion,SMS,East,SME Owners,Insurance,14226,1784,98976,2121176,21-06-2024,28-06-2024,13%, ? 55.48 ,2043%
CMP1797,Savings Account Promotion,Push Notification,North,Retail,Savings Account,2922,348,93493,273180,25-07-2024,31-07-2024,12%, ? 268.66 ,192%
CMP1798,Personal Loan Promotion,Push Notification,South,SME Owners,Personal Loan,9647,1390,57701,1644370,05-12-2024,17-12-2024,14%, ? 41.51 ,2750%
CMP1799,Savings Account Promotion,SMS,North,SME Owners,Savings Account,5940,844,36544,623716,13-09-2024,20-09-2024,14%, ? 43.30 ,1607%
CMP1800,Investment Plan Promotion,Push Notification,West,Students,Investment Plan,8718,606,100764,366024,05-04-2024,10-04-2024,7%, ? 166.28 ,263%
CMP1801,Personal Loan Promotion,Social Media,West,Students,Personal Loan,7710,875,55959,886375,26-06-2024,04-07-2024,11%, ? 63.95 ,1484%
CMP1802,Personal Loan Promotion,Email,East,High Net Worth,Personal Loan,4103,246,64535,231978,11-09-2024,20-09-2024,6%, ? 262.34 ,259%
CMP1803,Insurance Promotion,Email,East,Retail,Insurance,14391,1871,117537,866273,26-11-2024,29-11-2024,13%, ? 62.82 ,637%
CMP1804,Credit Card Promotion,Social Media,South,Young Professionals,Credit Card,3205,435,58437,385845,27-01-2024,02-02-2024,14%, ? 134.34 ,560%
CMP1805,Investment Plan Promotion,SMS,South,Students,Investment Plan,11867,937,84286,271730,01-03-2024,13-03-2024,8%, ? 89.95 ,222%
CMP1806,Insurance Promotion,Email,South,High Net Worth,Insurance,3474,624,66754,343200,22-05-2024,25-05-2024,18%, ? 106.98 ,414%
CMP1807,Personal Loan Promotion,Social Media,South,Young Professionals,Personal Loan,4850,161,81114,179676,30-10-2024,06-11-2024,3%, ? 503.81 ,122%
CMP1808,Credit Card Promotion,Social Media,East,High Net Worth,Credit Card,4850,156,63469,174564,23-04-2024,26-04-2024,3%, ? 406.85 ,175%
CMP1809,Personal Loan Promotion,Social Media,South,High Net Worth,Personal Loan,2991,228,85206,92568,12-09-2024,25-09-2024,8%, ? 373.71 ,9%
CMP1810,Insurance Promotion,Push Notification,East,Young Professionals,Insurance,9609,1100,66287,998800,06-12-2024,18-12-2024,11%, ? 60.26 ,1407%
CMP1811,Personal Loan Promotion,Email,North,Retail,Personal Loan,14626,1713,95324,1267620,19-01-2024,01-02-2024,12%, ? 55.65 ,1230%
CMP1812,Insurance Promotion,SMS,North,High Net Worth,Insurance,5521,751,59850,648864,02-10-2024,07-10-2024,14%, ? 79.69 ,984%
CMP1813,Personal Loan Promotion,Email,East,High Net Worth,Personal Loan,13094,2215,25741,2642495,01-07-2024,08-07-2024,17%, ? 11.62 ,10166%
CMP1814,Savings Account Promotion,SMS,East,Young Professionals,Savings Account,5262,324,42164,317196,19-02-2024,25-02-2024,6%, ? 130.14 ,652%
CMP1815,Investment Plan Promotion,Email,North,Young Professionals,Investment Plan,7232,717,109765,803040,14-01-2024,27-01-2024,10%, ? 153.09 ,632%
CMP1816,Savings Account Promotion,SMS,North,High Net Worth,Savings Account,6383,626,72113,221604,24-02-2024,03-03-2024,10%, ? 115.20 ,207%
CMP1817,Investment Plan Promotion,Email,East,SME Owners,Investment Plan,9031,1546,111051,1304824,08-12-2024,19-12-2024,17%, ? 71.83 ,1075%
CMP1818,Savings Account Promotion,Email,East,Students,Savings Account,2570,345,98824,131445,04-12-2024,07-12-2024,13%, ? 286.45 ,33%
CMP1819,Insurance Promotion,SMS,South,SME Owners,Insurance,8982,1076,38062,876940,01-08-2024,05-08-2024,12%, ? 35.37 ,2204%
CMP1820,Investment Plan Promotion,Social Media,South,High Net Worth,Investment Plan,9086,889,79821,758317,21-04-2024,24-04-2024,10%, ? 89.79 ,850%
CMP1821,Personal Loan Promotion,Social Media,South,High Net Worth,Personal Loan,10566,588,106795,291060,27-04-2024,03-05-2024,6%, ? 181.62 ,173%
CMP1822,Personal Loan Promotion,Push Notification,East,Students,Personal Loan,9389,1563,23255,451707,03-04-2024,07-04-2024,17%, ? 14.88 ,1842%
CMP1823,Insurance Promotion,SMS,North,High Net Worth,Insurance,10996,1705,73027,1086085,26-01-2024,08-02-2024,16%, ? 42.83 ,1387%
CMP1824,Savings Account Promotion,Email,South,High Net Worth,Savings Account,10135,448,96949,384832,08-01-2024,18-01-2024,4%, ? 216.40 ,297%
CMP1825,Personal Loan Promotion,SMS,North,SME Owners,Personal Loan,9129,389,41119,209671,25-04-2024,04-05-2024,4%, ? 105.70 ,410%
CMP1826,Savings Account Promotion,Social Media,North,Young Professionals,Savings Account,11133,1434,104486,1684950,14-02-2024,27-02-2024,13%, ? 72.86 ,1513%
CMP1827,Savings Account Promotion,Social Media,South,Retail,Savings Account,3262,432,79546,164160,02-08-2024,12-08-2024,13%, ? 184.13 ,106%
CMP1828,Personal Loan Promotion,Push Notification,North,Students,Personal Loan,5327,801,84418,302778,30-07-2024,06-08-2024,15%, ? 105.39 ,259%
CMP1829,Savings Account Promotion,SMS,North,Students,Savings Account,3257,435,72446,361050,08-11-2024,18-11-2024,13%, ? 166.54 ,398%
CMP1830,Insurance Promotion,Email,North,Retail,Insurance,3230,507,89341,286455,02-10-2024,11-10-2024,16%, ? 176.21 ,221%
CMP1831,Insurance Promotion,Push Notification,West,Young Professionals,Insurance,7750,692,55903,698228,15-12-2024,20-12-2024,9%, ? 80.78 ,1149%
CMP1832,Investment Plan Promotion,Push Notification,West,Students,Investment Plan,6589,578,107985,156060,29-12-2024,10-01-2025,9%, ? 186.83 ,45%
CMP1833,Investment Plan Promotion,Push Notification,North,SME Owners,Investment Plan,10954,1099,52101,1018773,21-02-2024,28-02-2024,10%, ? 47.41 ,1855%
CMP1834,Credit Card Promotion,SMS,South,SME Owners,Credit Card,5155,907,85149,913349,12-03-2024,22-03-2024,18%, ? 93.88 ,973%
CMP1835,Savings Account Promotion,Email,East,Retail,Savings Account,6331,454,81799,502124,19-04-2024,29-04-2024,7%, ? 180.17 ,514%
CMP1836,Savings Account Promotion,Social Media,North,Retail,Savings Account,2861,94,102569,22372,28-01-2024,31-01-2024,3%," ? 1,091.16 ",-78%
CMP1837,Credit Card Promotion,SMS,West,Young Professionals,Credit Card,9587,1256,36351,295160,10-04-2024,22-04-2024,13%, ? 28.94 ,712%
CMP1838,Investment Plan Promotion,Email,East,High Net Worth,Investment Plan,13349,2199,58225,2548641,14-06-2024,24-06-2024,16%, ? 26.48 ,4277%
CMP1839,Personal Loan Promotion,Push Notification,North,SME Owners,Personal Loan,14158,1001,67893,841841,31-01-2024,09-02-2024,7%, ? 67.83 ,1140%
CMP1840,Credit Card Promotion,Push Notification,South,Retail,Credit Card,14298,1637,30335,636793,10-07-2024,18-07-2024,11%, ? 18.53 ,1999%
CMP1841,Insurance Promotion,Social Media,South,Young Professionals,Insurance,3289,348,42765,389412,20-12-2024,29-12-2024,11%, ? 122.89 ,811%
CMP1842,Personal Loan Promotion,Social Media,East,Students,Personal Loan,5216,502,71934,597380,08-11-2024,17-11-2024,10%, ? 143.29 ,730%
CMP1843,Investment Plan Promotion,Email,North,SME Owners,Investment Plan,12345,892,61185,870592,04-10-2024,15-10-2024,7%, ? 68.59 ,1323%
CMP1844,Savings Account Promotion,Push Notification,South,Retail,Savings Account,2687,301,74219,341635,15-04-2024,24-04-2024,11%, ? 246.57 ,360%
CMP1845,Savings Account Promotion,Email,West,Retail,Savings Account,6774,774,106055,664866,05-08-2024,18-08-2024,11%, ? 137.02 ,527%
CMP1846,Credit Card Promotion,Push Notification,South,Retail,Credit Card,9124,943,34031,377200,27-11-2024,05-12-2024,10%, ? 36.09 ,1008%
CMP1847,Credit Card Promotion,SMS,South,Students,Credit Card,3234,416,51480,177216,17-02-2024,21-02-2024,13%, ? 123.75 ,244%
CMP1848,Insurance Promotion,Push Notification,North,Students,Insurance,13151,1042,64739,402212,10-12-2024,20-12-2024,8%, ? 62.13 ,521%
CMP1849,Credit Card Promotion,Push Notification,West,Students,Credit Card,3932,642,87568,274776,17-03-2024,28-03-2024,16%, ? 136.40 ,214%
CMP1850,Insurance Promotion,Push Notification,South,Students,Insurance,3881,622,40789,205882,08-02-2024,18-02-2024,16%, ? 65.58 ,405%
CMP1851,Credit Card Promotion,Social Media,South,SME Owners,Credit Card,13084,1691,100357,659490,29-04-2024,06-05-2024,13%, ? 59.35 ,557%
CMP1852,Savings Account Promotion,Social Media,West,SME Owners,Savings Account,11949,1889,70818,823604,02-09-2024,06-09-2024,16%, ? 37.49 ,1063%
CMP1853,Credit Card Promotion,SMS,East,High Net Worth,Credit Card,2719,198,83909,180378,03-09-2024,13-09-2024,7%, ? 423.78 ,115%
CMP1854,Savings Account Promotion,SMS,North,Retail,Savings Account,12245,1055,31874,1165775,12-09-2024,25-09-2024,9%, ? 30.21 ,3557%
CMP1855,Credit Card Promotion,Push Notification,South,High Net Worth,Credit Card,9243,1049,69500,476246,20-11-2024,26-11-2024,11%, ? 66.25 ,585%
CMP1856,Insurance Promotion,Push Notification,West,High Net Worth,Insurance,5416,182,112446,175630,31-07-2024,12-08-2024,3%, ? 617.84 ,56%
CMP1857,Credit Card Promotion,SMS,West,Students,Credit Card,5558,657,73772,496692,06-05-2024,18-05-2024,12%, ? 112.29 ,573%
CMP1858,Investment Plan Promotion,Push Notification,North,High Net Worth,Investment Plan,10112,1254,112876,672144,29-09-2024,09-10-2024,12%, ? 90.01 ,495%
CMP1859,Personal Loan Promotion,SMS,North,SME Owners,Personal Loan,5129,336,91386,103488,05-10-2024,15-10-2024,7%, ? 271.98 ,13%
CMP1860,Personal Loan Promotion,SMS,South,Young Professionals,Personal Loan,11991,2022,86670,1815756,25-09-2024,04-10-2024,17%, ? 42.86 ,1995%
CMP1861,Insurance Promotion,Email,West,Retail,Insurance,11712,1708,38108,804468,02-01-2024,10-01-2024,15%, ? 22.31 ,2011%
CMP1862,Savings Account Promotion,SMS,South,High Net Worth,Savings Account,2721,290,72509,310300,13-01-2024,17-01-2024,11%, ? 250.03 ,328%
CMP1863,Insurance Promotion,Social Media,North,Retail,Insurance,3756,511,64369,500780,19-06-2024,26-06-2024,14%, ? 125.97 ,678%
CMP1864,Investment Plan Promotion,Push Notification,East,Students,Investment Plan,3647,295,113095,196470,25-04-2024,06-05-2024,8%, ? 383.37 ,74%
CMP1865,Investment Plan Promotion,Push Notification,North,High Net Worth,Investment Plan,4761,695,98388,465650,28-06-2024,01-07-2024,15%, ? 141.57 ,373%
CMP1866,Personal Loan Promotion,Push Notification,North,SME Owners,Personal Loan,3848,368,54485,208288,01-01-2024,06-01-2024,10%, ? 148.06 ,282%
CMP1867,Investment Plan Promotion,SMS,North,Retail,Investment Plan,5791,380,83627,258400,24-08-2024,04-09-2024,7%, ? 220.07 ,209%
CMP1868,Savings Account Promotion,Email,East,High Net Worth,Savings Account,7048,411,38074,159879,24-09-2024,27-09-2024,6%, ? 92.64 ,320%
CMP1869,Insurance Promotion,Push Notification,East,SME Owners,Insurance,5303,318,78226,107484,12-04-2024,25-04-2024,6%, ? 245.99 ,37%
CMP1870,Savings Account Promotion,Push Notification,North,Young Professionals,Savings Account,8416,518,95476,544936,25-02-2024,04-03-2024,6%, ? 184.32 ,471%
CMP1871,Investment Plan Promotion,Push Notification,South,High Net Worth,Investment Plan,14629,584,110020,404128,10-07-2024,15-07-2024,4%, ? 188.39 ,267%
CMP1872,Savings Account Promotion,Push Notification,North,SME Owners,Savings Account,6917,298,106242,169860,18-05-2024,28-05-2024,4%, ? 356.52 ,60%
CMP1873,Savings Account Promotion,SMS,North,SME Owners,Savings Account,11008,878,78817,230036,13-04-2024,18-04-2024,8%, ? 89.77 ,192%
CMP1874,Savings Account Promotion,Social Media,North,Students,Savings Account,11062,772,77616,158260,26-05-2024,05-06-2024,7%, ? 100.54 ,104%
CMP1875,Credit Card Promotion,Social Media,East,SME Owners,Credit Card,14261,1060,95301,337080,19-10-2024,24-10-2024,7%, ? 89.91 ,254%
CMP1876,Insurance Promotion,SMS,South,Students,Insurance,9411,1325,97475,340525,25-09-2024,01-10-2024,14%, ? 73.57 ,249%
CMP1877,Investment Plan Promotion,Social Media,East,SME Owners,Investment Plan,9737,1337,55944,570899,03-09-2024,08-09-2024,14%, ? 41.84 ,920%
CMP1878,Personal Loan Promotion,Email,South,SME Owners,Personal Loan,7305,523,75021,560133,02-07-2024,15-07-2024,7%, ? 143.44 ,647%
CMP1879,Savings Account Promotion,Push Notification,West,High Net Worth,Savings Account,6891,476,32497,483140,22-10-2024,25-10-2024,7%, ? 68.27 ,1387%
CMP1880,Savings Account Promotion,Email,South,Retail,Savings Account,12686,2254,24567,2071426,16-05-2024,26-05-2024,18%, ? 10.90 ,8332%
CMP1881,Investment Plan Promotion,Push Notification,South,High Net Worth,Investment Plan,9755,692,96524,509312,16-10-2024,21-10-2024,7%, ? 139.49 ,428%
CMP1882,Personal Loan Promotion,Email,South,Young Professionals,Personal Loan,3273,100,51349,27200,08-10-2024,14-10-2024,3%, ? 513.49 ,-47%
CMP1883,Insurance Promotion,Email,South,Retail,Insurance,13273,750,89783,153000,13-07-2024,25-07-2024,6%, ? 119.71 ,70%
CMP1884,Savings Account Promotion,Email,East,Young Professionals,Savings Account,5354,205,69422,74210,14-04-2024,21-04-2024,4%, ? 338.64 ,7%
CMP1885,Insurance Promotion,Social Media,West,High Net Worth,Insurance,8305,1315,98257,1382065,19-05-2024,28-05-2024,16%, ? 74.72 ,1307%
CMP1886,Savings Account Promotion,Email,North,Young Professionals,Savings Account,9299,716,87766,405972,08-05-2024,16-05-2024,8%, ? 122.58 ,363%
CMP1887,Insurance Promotion,Push Notification,West,Young Professionals,Insurance,5672,790,40354,455830,28-05-2024,08-06-2024,14%, ? 51.08 ,1030%
CMP1888,Savings Account Promotion,Social Media,East,Young Professionals,Savings Account,7552,1158,33780,746910,20-10-2024,01-11-2024,15%, ? 29.17 ,2111%
CMP1889,Insurance Promotion,Email,East,Retail,Insurance,2249,113,45901,25312,03-10-2024,13-10-2024,5%, ? 406.20 ,-45%
CMP1890,Personal Loan Promotion,Email,South,High Net Worth,Personal Loan,11080,980,55440,1052520,21-04-2024,30-04-2024,9%, ? 56.57 ,1798%
CMP1891,Savings Account Promotion,SMS,South,Young Professionals,Savings Account,3987,467,98484,554329,14-08-2024,22-08-2024,12%, ? 210.89 ,463%
CMP1892,Insurance Promotion,Push Notification,North,Retail,Insurance,11878,1602,76561,539874,10-12-2024,16-12-2024,13%, ? 47.79 ,605%
CMP1893,Credit Card Promotion,SMS,South,High Net Worth,Credit Card,3008,127,24298,98044,10-07-2024,17-07-2024,4%, ? 191.32 ,304%
CMP1894,Savings Account Promotion,SMS,East,High Net Worth,Savings Account,8009,933,118614,697884,25-02-2024,09-03-2024,12%, ? 127.13 ,488%
CMP1895,Savings Account Promotion,Social Media,West,SME Owners,Savings Account,3260,383,96996,300272,28-02-2024,03-03-2024,12%, ? 253.25 ,210%
CMP1896,Insurance Promotion,Push Notification,East,Young Professionals,Insurance,9616,1297,22866,297013,23-09-2024,02-10-2024,13%, ? 17.63 ,1199%
CMP1897,Credit Card Promotion,Social Media,West,High Net Worth,Credit Card,3625,538,116199,623004,07-08-2024,19-08-2024,15%, ? 215.98 ,436%
CMP1898,Investment Plan Promotion,Email,East,High Net Worth,Investment Plan,14893,1026,51417,1210680,02-07-2024,06-07-2024,7%, ? 50.11 ,2255%
CMP1899,Insurance Promotion,Social Media,East,Retail,Insurance,8686,329,74710,156933,09-02-2024,16-02-2024,4%, ? 227.08 ,110%
CMP1900,Savings Account Promotion,Email,East,Students,Savings Account,12350,1434,49432,559260,30-06-2024,12-07-2024,12%, ? 34.47 ,1031%
CMP1901,Personal Loan Promotion,Social Media,East,Students,Personal Loan,6500,921,63618,374847,08-01-2024,11-01-2024,14%, ? 69.07 ,489%
CMP1902,Investment Plan Promotion,SMS,South,Retail,Investment Plan,6624,752,28848,274480,02-12-2024,10-12-2024,11%, ? 38.36 ,851%
CMP1903,Credit Card Promotion,Push Notification,East,Young Professionals,Credit Card,14450,913,62222,247423,22-05-2024,30-05-2024,6%, ? 68.15 ,298%
CMP1904,Insurance Promotion,Push Notification,East,Students,Insurance,5580,489,95504,300246,01-09-2024,11-09-2024,9%, ? 195.30 ,214%
CMP1905,Investment Plan Promotion,Push Notification,West,Retail,Investment Plan,12914,419,33269,322211,31-10-2024,09-11-2024,3%, ? 79.40 ,869%
CMP1906,Investment Plan Promotion,SMS,East,Young Professionals,Investment Plan,9384,1128,44366,230112,20-01-2024,28-01-2024,12%, ? 39.33 ,419%
CMP1907,Savings Account Promotion,Push Notification,East,High Net Worth,Savings Account,10901,1396,49425,481620,29-09-2024,10-10-2024,13%, ? 35.40 ,874%
CMP1908,Credit Card Promotion,SMS,South,Students,Credit Card,6621,1037,80294,604571,13-02-2024,22-02-2024,16%, ? 77.43 ,653%
CMP1909,Investment Plan Promotion,Push Notification,South,Students,Investment Plan,9566,1166,44042,1107700,02-12-2024,07-12-2024,12%, ? 37.77 ,2415%
CMP1910,Personal Loan Promotion,SMS,East,Retail,Personal Loan,12130,785,95426,884695,01-05-2024,11-05-2024,6%, ? 121.56 ,827%
CMP1911,Insurance Promotion,Social Media,South,Students,Insurance,8524,733,70225,193512,20-12-2024,26-12-2024,9%, ? 95.80 ,176%
CMP1912,Investment Plan Promotion,Social Media,East,Students,Investment Plan,13404,1471,29343,878187,26-08-2024,01-09-2024,11%, ? 19.95 ,2893%
CMP1913,Insurance Promotion,Social Media,West,Retail,Insurance,2807,150,24827,166650,08-07-2024,14-07-2024,5%, ? 165.51 ,571%
CMP1914,Personal Loan Promotion,Email,North,SME Owners,Personal Loan,6524,411,25313,199746,15-09-2024,23-09-2024,6%, ? 61.59 ,689%
CMP1915,Savings Account Promotion,Email,West,High Net Worth,Savings Account,14423,1519,65226,543802,19-07-2024,28-07-2024,11%, ? 42.94 ,734%
CMP1916,Personal Loan Promotion,Push Notification,North,Young Professionals,Personal Loan,11772,1830,75878,1286490,29-12-2024,03-01-2025,16%, ? 41.46 ,1595%
CMP1917,Investment Plan Promotion,SMS,East,SME Owners,Investment Plan,6198,776,73218,773672,17-08-2024,21-08-2024,13%, ? 94.35 ,957%
